,text,label,clean_text
364,"Ga pedulilah ini video lama, gw mau cerita pengalaman waktu gw pertama kali naik pesawat, itu naik Sriwijaya kalau gak salah, aku suka banget berdiri dan gak make sabuk pengaman waktu pertama kali naik pesawat, gw pikir gak ada toilet ternyata ada, tapi... Gw norak banget waktu naik pesawat, tapi satu hal yang gw gak mau lakukan di pesawat, B.A.B",0,peduli video cerita alam kali pesawat sriwijaya salah suka banget diri pakai sabuk kam kali pesawat pikir toilet norak banget pesawat laku pesawat bab
365,"Kak, kalo anak yang blom punya ktp terus pergi sendiri naik pesawatnya, itu gimana ya?",1,kak anak ktp pergi pesawat ya
366,Bang......plisss naik pesawat malaysia airlines dongggg.....,0,bangplisss pesawat malaysia airlines dongggg
367,"Bang katanya tdk blh aktf hp dlm pswat, lahh abang video dari dlm pswat, emg blh ea bang aktf kn hp dlm pswat wktu d atas",0,bang blh aktf hp pswat lahh abang video pswat emang blh ea bang aktf hp pswat d
368,"Biar ud 4 x naik pesawat,tetep msh keder jg😁",0,biar x pesawattetep keder
369,"perdana naik pesawat pakai lion air. itupun tiket d belikan perusahaan. dapat penerbangan pagi, niat dari rumah pengen foto2 bareng keluarga dlu d bandara, karna waktunya d isukan udah mepet d buru2 sama temen buat cepet2 masuk. sekalinya udah d dalam waktu masih lama. rasanya esmosi sama temen dan keluarganya pas udh sampe jakarta",0,perdana pesawat pakai lion air itu tiket d belikan usaha terbang pagi niat rumah foto bareng keluarga d bandara d isu mepet d buru temen cepat masuk sekali d esmosi temen keluarga pas jakarta
370,Pakai identitas SIM bisa nggak bang..,1,pakai identitas sim bang
371,Kak didalem pesawat pegang hp ngga papa ya? Saya minggi rencana mau naik pesawatt dan ini baru pertama aku naik pesawat jd cari cari tauu tatacara naik pesawat hehe,0,kak dalem pesawat pegang hp papa ya minggi rencana pesawatt pesawat cari cari tauu tatacara pesawat hehe
372,Pertama kali gw naik pesawat masih bocil kelas 3 SD bang wkwk waktu itu make Air asia A320 Medan - Kuala Lumpur...ya cuman bisa ngekorin emak aja gatau kek mana chek in...untung jugak bandara nya gak besar amat karna masih di Polonia belum pindah ke Kualanamu...pas nyampe ruang tunggu astaga rame bener karna cuman 1 ruang tunggu ny padahal itu flight pagi jam 5... pas mau take off deg deg serser juga karna seat gw samping window bisa liat kebawah...tapi gw suka si fligt pagi  nya bisa liat sunrise...waktu jaman itu gw gak inget dapet free snack apa engga wkwkw tapi gw sempet beli pulpy orange sampe bingung haga di pesawat lebih mahal dari toko deket rumah gw...untung jugak flight nya gak ada transit segala jadi cepet nyampe...jadi pengen terbang lagi tapi kapan ya wkwkw,0,kali pesawat bocil kelas sd bang wkwk pakai air asia medan kuala lumpurya ngekorin emak tau chek inuntung bandara nya polonia pindah kualanamupas ruang tunggu astaga ramai bener ruang tunggu ny flight pagi jam pas take off deg deg serser seat samping window lihat kebawahtapi suka si fligt pagi nya lihat sunrisewaktu jaman dapet free snack wkwkw sempet beli pulpy orange bingung haga pesawat mahal toko rumah gwuntung flight nya transit cepat nyampejadi terbang ya wkwkw
373,"ka thank u yah udah buat content yang manfaat, semoga content nya berkah trus kakak juga selalu sehat biar bisa terus bermanfaat buat orang banyak aamiinnn ...",2,ka thank yah isi manfaat moga isi nya berkah kakak sehat biar manfaat orang aamiinnn
374,Sangat bermanfaat.. Sukses selalu mas,2,manfaat sukses mas
375,"Gini ni bru lengkap, gk kyk channel2 laen",2,ni lengkap channel
376,Pertama kali naik pelita air . Fokker 100,0,kali pelita air fokker
377,makasih kak buat tutorialnya secara blm pernah ngalamin 😆😆,2,terimakasih kak tutorial ngalamin
378,Nonton ini karna minggu depan first time mau ke lombok huhu,2,nonton minggu first lombok huhu
379,Terimakasih kak...saya serasa naik pesawat beneran sumpah  wkwkwk... serasa duduk tepat di kursi kaka wkwk liat pesawat lain liat majalah2 dll hehe,2,terimakasih kaksaya serasa pesawat beneran sumpah wkwkwk serasa duduk kursi kaka wkwk lihat pesawat lihat majalah lain hehe
380,Makasih bg mntap👏👍🙏,2,terimakasih bg mantap
381,Terimakasihh bang<br>Tutorialnya lengkap kaliii,2,terimakasihh bangbrtutorialnya lengkap kaliii
382,Bawa mainan boleh,1,bawa main
383,amin moga gwe taun depan bsa nerbangin ni pesawat aminn amin dahh ....,1,amin moga nerbangin ni pesawat aminn amin dahh
384,"Jadi rindu the first experience naik pesawat, waktu itu dapat pembinaan osn provinsi, dari pak kabid..<br>Kualanamu international airport(Medan) to Husein Sastranegara international airport (Bandung).<br>Huu jadi rindu...<br>Jadi mewek kan tu .....😖",2,rindu the first experience pesawat bina osn provinsi kabidbrkualanamu international airportmedan husein sastranegara international airport bandungbrhuu rindubrjadi nang
385,Mantap bangett.. 😍,2,mantap bangett
386,Luar biasa tutorialnya👍 sukses selalu.,2,tutorial sukses
387,pengalaman naik pesawat wktu itu k Samarinda....hati hilang..tpi pengen bgtu&#39;&#39; mulu.......seruuu low naik pesawat,2,alam pesawat k samarindahati hilangtpi muluseruuu low pesawat
388,"Kak klw ransel,,,berat ya di batasi kak..",0,kak ranselberat ya batas kak
389,Lengkap banget 😊,2,lengkap banget
390,Mas di dlm peswat blh main hp ??? Atau kita menggunkan mode peswat,0,mas peswat blh main hp mode peswat
391,Wih kalau begini aku harus naik pesawat,2,wih pesawat
392,Tutorial naik pesawat ke luar negeri dong bang,1,tutorial pesawat negeri bang
393,Bang kalau KTP belum jadi diganti pake kartu pelajar apa bisa bang?,1,bang ktp ganti pakai kartu ajar bang
394,Assalamualaikum bang ikhawan..mau tanya donk.<br>Kalo kita check in mau request duduk di window kena biaya brp duit ya bang,1,assalamualaikum bang ikhawanmau donkbrkalo cek in request duduk window kena biaya duit ya bang
395,Mantap kak.  Sukses selalu,2,mantap kak sukses
396,Kak saya bingung kmarin liat di tutorial satunya dianya kok mesin check in mandiri dulu dan dicetak sendiri tiketnya? Tapi kalo kakak tadi tak lihat pertama kali tiba di terminal kakak langsung menuju pengecekan barang bagasi? Jadi gimana kak perbedaanya...mohon pencerahannya...makasih,0,kak bingung kemarin lihat tutorial satu dia mesin cek in mandiri cetak tiket kakak lihat kali terminal kakak langsung kece barang bagasi kak perbedaanyamohon pencerahannyamakasih
397,"Video terlengkap , bagus 👍",2,video lengkap bagus
398,Kalo gak punya ktp gimana?,1,ktp
399,"Bismillah, penerbangan pertama-ku November 2020 mendatang rute Jakarta - Makassar by Batik Air 🛩",2,bismillah terbang pertama november rute jakarta makassar by batik air
400,"Assalamualaikum bang mau nanya donk mudahan2an di jawab.<br>Kalo mau pesan tiket pesawat online,kira2 brp hari sebelum keberangkatan",1,assalamualaikum bang donk mudahanan jawabbrkalo pesan tiket pesawat onlinekira berangkat
401,Kau siapa aku gak tahu😃😃,0,kau
402,Kak kalo kita transit dri jambi-jakarta-banjarmasih gimna? Mohon bantuannya kk,1,kak transit jambijakartabanjarmasih mohon bantu kk
403,Ini bener2 membantu banget kak👍,2,bener bantu banget kak
404,nge vlog di bandara boleh gak Mas???,1,nge vlog bandara mas
405,"Kalau belum punya KTP saat check in gimana bang,pakai kartu keluarga boleh ?",1,ktp cek in bangpakai kartu keluarga
406,"mintak tolong jelasin dong kak yg namanya 1 kali trasit atau 2 kali transit,,,soalnya saya blum pernah naik pesawat,,,rencananya mau dari surabaya ke palembang,,,heheh",0,mintak tolong jelasin kak nama kali trasit kali transitsoalnya pesawatrencananya surabaya palembangheheh
407,Laptop boleh dibawa ke kabin gak sih bang? 😁,2,laptop bawa kabin sih bang
408,Kak ikhwan kalo mahasiswa yg belum punya ktp pake apa?,1,kak ikhwan mahasiswa ktp pakai
409,saya naik pesawat pertama kali pas masih kecil waktu itu naik garuda indonesia dri jogja ke pangkalpinang selanjutnya saya lupa hehehe,2,pesawat kali pas garuda indonesia jogja pangkalpinang lupa hehehe
410,bagus banget kak tutorialnya buat mereka yg pertama kali naik pesawat.good job for you kak ikhwan,2,bagus banget kak tutorial kali pesawatgood job kak ikhwan
411,"Mau tanya ka ,supaya kita tau pesawat yang kita tuju bner apa salah gimana? Takutnya salah masuk pesawat😅",0,ka tau pesawat tuju salah takut salah masuk pesawat
412,"membantu banget buat first-timer nih. terima kasih banyak kak, sukses terus!",2,bantu banget firsttimer nih terima kasih kak sukses
413,"Bang kalo terbang sendiri dan masihi bawah umur gimana tuh bang?,saya udah punya pasport sama kartu pelajar,saya mau pergi ke bangka",1,bang terbang masih umur tuh bangsaya pasport kartu pelajarsaya pergi bangka
414,Tiket online masih berlaku nggk bang sampe sekarang.?,2,tiket online laku bang
415,Makasih bang ikh aku bisa naik pesawat,2,terimakasih bang ikh pesawat
416,Terimakasih kak infonya..,2,terimakasih kak informasi
417,Mas ihwan,1,mas ihwan
418,"Bang, biasanya kalau di imigrasi luar negeri ditanya apa aja?",0,bang imigrasi negeri
419,Oh ini anak pesawat ☺️ terkecil<br>Ak jgk pernah naik loh,0,oh anak pesawat terkecilbrak jgk loh
420,"wahhh.... keren skali konten nya, sangat bermanfaat kak, sukses ya semoga saya bsa seprti anda, kalau berkenan boleh berkunjung ke channel saya hehe",2,wahhh keren konten nya manfaat kak sukses ya moga seprti kenan kunjung channel hehe
421,"Pengen naik pesawat tapi takut,takut di ketawain orang lain karna belum pernah,pasti kaku banget dan bingung.",0,pesawat takuttakut ketawain orang pernahpasti kaku banget bingung
422,Assalamualaikum bang mau tanya koper ukuran 20 dan berat dibawah 7kg itu bisa free cabin kan? Mks bang,2,assalamualaikum bang koper ukur berat bawah kg free cabin terimakasih bang
423,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=10m42s"">10:42</a>😍",1,
424,tapi kak kalau anak kecil kan ngak punya ktp terus digandi apa,1,kak anak ktp gandi
425,Belum pernah naik pesawat krn blm brani mudah2n nti kesampaian naik pesawat dan berani 😭,0,pesawat brani mudahn pesawat berani
426,SAYA TAKUT NAIK PESAWAT 😭😭😭,0,takut pesawat
427,Aku September 2020 mau ke Bali tp nonton ini mbntu sekali jadi ga bingung lg kl nanti k Bali naik pesawat pertama kali nya. <br>Terima kasih kak atas vlog nya👍😀,2,september bal nonton mbntu bingung kl k bal pesawat kali nya brterima kasih kak vlog nya
428,"Good, petunjuk yg sangat lengkap. Thnks kak",2,good tunjuk lengkap thnks kak
429,Mudah mudahan aku bisa dapet kerjaan yang tugasnya keliling Indonesia dan bisa ngerasain naik pesawat hehe. Aaamiiin.,2,mudah mudah dapet kerja tugas keliling indonesia rasa pesawat hehe aaamiiin
430,Kalo misalkan enggak punya KTP terus mau boarding nya gimana?,0,ktp boarding nya
431,Dari semua video ini yg paling lengkap.  Makasih ya.  Ngebantu banget videonya. 🙂🙂<br>Sukses terus..,2,video lengkap terimakasih ya ngebantu banget video brsukses
432,Pengalaman pertama sprt kurang oksigen deg degan 🤣,0,alam oksigen deg degan
433,Dlm peswat boleh main hp bang?,2,peswat main hp bang
434,Klo kita pesan online sdh ada tiketx apkh hrus dprint LG utk jd tiket bru cek in?,2,pesan online tiketx apkh dprint tiket cek in
435,Ke Bandung Rp 300.000 belum rapit test Rp 550.000 total Rp 800.000 itung keseluruhan belum tambah biaya rapit test swab,0,bandung rupiah rapit test rupiah total rupiah hitung biaya rapit test swab
436,Kakak. Saya pernah juga sitilik,2,kakak sitilik
437,"Keren banget mas tutorialnya,, jujur penasaran caranya naik pesawat, karena parno yg pasti. Berhubung pengen mudik &amp; ingin mempersingkat waktu mau ga mau mesti nyoba, n first time. Oh ya mas kalo dari halim biasanya kita datang brp jam sebelum keberangkatan ya?",2,keren banget mas tutorial jujur penasaran pesawat parno hubung mudik amp singkat mesti nyoba n first oh ya mas halim jam berangkat ya
438,Kalo bawa koper itu apa harua ambil bagasi? lha cara ambil atau gak bagasinya gimana kak?<br><br>Terimakasih,0,bawa koper harua ambil bagasi lha ambil bagasi kakbrbrterimakasih
439,"Tutorialnya sangat berguna bang, terima kasih",2,tutorial guna bang terima kasih
440,Syaa deg deg kn kli pertama naek.pesawat Lion air,0,syaa deg deg kli naekpesawat lion air
441,"Very helpful, thank you",2,very helpful thank
442,Sangat bermanfaat,2,manfaat
443,Jadi pengen naik pesawat tapi takut jatuh,0,pesawat takut jatuh
444,Faizal Ribhi kelas 2,1,faizal ribhi kelas
445,Kok boleh ngerekam di balik pos security pemeriksaan bagasi bang?,2,ngerekam pos aman periksa bagasi bang
446,Tutorial paling jempol...  Tetep aku lht bang...  Mskipun udh prnh bbrpkali naik pswt..,2,tutorial jempol lihat bang bbrpkali pesawat
447,Masih ngumpulin keberanian buat naik pesawat 😑 bawaanya tuh mikir yg jelek2 ajaaahhhhh 😂,0,ngumpulin berani pesawat bawaanya tuh berfikir jelek ajaaahhhhh
448,Intinya MODAL DUIT DAN MODAL PERCAYA DIRI WKKW,1,inti modal duit modal percaya wkkw
449,"Tutorialnya bagus, singkat, padat dan lengkap. <br>Dulu pertama naik tangga pesawat kaya naik tiang gantungan deg-degan 😃😃😃",2,tutorial bagus singkat padat lengkap brdulu tangga pesawat kaya tiang gantung deg-degan
450,Sipa masih nonton 2020,1,sipa nonton
451,Sangat bermanfaat 😊💗,2,manfaat
452,Kalo ke Korea?😭,1,korea
453,"Komplit banget mass, thx",2,komplit banget mass terimakasih
454,Bang saya masih bingung tentang bagasi gratisnya,2,bang bingung bagasi gratis
455,Baru pertama mau naik pesawat aja jauh banget ngajaknya ...ke India ??? Gua bingung kira&quot; kalo pas pulang gua bisa ngga ya ....galau tingkat dewaaaaa,0,pesawat banget ngajaknya india bingung kiraquot pas pulang ya galau tingkat dewaaaaa
456,Tolong pesan 17 Airbus a380800 <br><br>16 untuk lie family airlines<br>1 untuk bakso bang darren,1,tolong pesan airbus brbr lie family airlinesbr bakso bang darren
457,Ka mau nanya kan saya belum punya KTP apakah bisa pakai dokumen yang lain selain KTP?,1,ka ktp pakai dokumen ktp
458,"Ka Ikhwan, apakah kalo kita naik Citilink Airbus A320 bisa request kursi secara gratis di counter check in?",2,ka ikhwan citilink airbus request kursi gratis alat hitung cek in
459,Gimana cara tahu jenis pesawatnya,1,jenis pesawat
460,"Bagus tutorialnya kak, sangat membantu.<br><br>Pertama kali naik peswat tahun 2017, itu juga dibayar karena ikut lomba. Waktu itu ditemani pembimbing (guru saya)jadi semuanya diurus dan saya tinggal ikutin saja. Awal masuk bingung sampai salah tempat duduk, saya pikir tingga pilih tempat sendri😆, Selain itu, bingung pasangin sabuk pengaman dan membuka mejanya. Wakwakwak.<br>Penerbangan selama 45 menit hanya lihat-lihat dalam peswat dan luar peswat, dan parahnya pas mau landing salah satu teman saya (peserta lomba) mabuk dan mutah.<br>Saya juga terbawahkan namun saya berusaha menahan.<br>Yang lebih parah lagi, layar hp saya pecah karena ditinggal dalam saku koper paling depan yg dititip di bagasi😅. Untung uang lomba bisa buat beli hp baru tapi saya ciuma ganti layar saja.<br>Dari saat itu sampai saat ini, belum perna naik lagi. <br><br>Saya juga mau tanya dong kak.<br>Kan kemarin saya bawah koper, kalau bawah tas ransel berisikan pakaian apa dibawah kita atau dititip di bagasi kak?",2,bagus tutorial kak membantubrbrpertama kali peswat bayar lomba tani bimbing guru sayajadi urus tinggal ikutin masuk bingung salah duduk pikir tingga pilih sendri bingung pasangin sabuk kam buka meja wakwakwakbrpenerbangan menit lihatlihat peswat peswat parah pas landing salah teman serta lomba mabuk mutahbrsaya bawah usaha menahanbryang parah layar hp pecah tinggal saku koper titip bagasi untung uang lomba beli hp ciuma ganti layar sajabrdari perna brbrsaya kakbrkan kemarin koper tas ransel risi pakai bawah titip bagasi kak
461,Pertama kli naek pesawat jantung aq mau copot tkut,0,kli pesawat jantung lepas takut
462,Ka kalo misalkan anak umur 17 kebawah kita hrs tunjukin apa ya kan kalo 17 ke atas tunjukin ktp apakah kartu pelajar?,1,ka anak umur bawah tunjuk ya tunjuk ktp kartu ajar
463,Kalau check in pakai kartu pelajar bisa ngga ya kak.,1,cek in pakai kartu ajar ya kak
464,"Kak ikhwan mau tanya, kalo naik pesawat domestik itu harus pake paspor atau nggk?",1,kak ikhwan pesawat domestik pakai paspor
465,assalam&#39;mualaikum hlo semua mas ini bisa pulang ke bandung sy juga tp kenapa karena ia mau dengan QG 330,1,assalammualaikum hlo mas pulang bandung qg
466,Kalo naik pewasat sepatu ato sandal hrs dilepas baru naik tangga peswat,1,pewasat sepatu ato sandal lepas tangga peswat
467,Maap ni bg saya mau nnyk:) klw kita bawak vape atau yg apa lh itu. Apakah itu kita mengenakan pajak nya atau kita dilarang membawak nya? Mohon maap bg saya blm prnh naek pesawat:) smga ini rencana mau berangkat ke batam:),1,maap ni bg nnyk bawak vape lh kena pajak nya larang bawak nya mohon maap bg pesawat moga rencana berangkat batam
468,Gimana kalau KTPnya mati mas?,1,ktpnya mati mas
469,Penjelasannya sangat membantu  detail banget  terimakasih🙏👌,2,jelas bantu detail banget terimakasih
470,"Mas, ekonomi citilink kurang lebih jarak leg room nya begitu semua atau gmn ya?",0,mas ekonomi citilink jarak leg room nya ya
471,"Pertama x naik EMG deg2kan jg sih  THN 2017, tp skrg malah gak mau LG naik bus,.capek, lebih enak naik pswt .",0,x emang deg sih buscapek enak pesawat
472,Gimana kalo yg belum punya KTP bg seperti pelajar,1,ktp bg ajar
473,Makasih infonya Bang,2,terimakasih informasi bang
474,pake kamera apa bang?,1,pakai kamera bang
475,Kalau KTP di ganti kartu identitas lain bisa kak ? Seperti SIM atau yg lain,1,ktp ganti kartu identitas kak sim
476,aku beberapa kali aku naik pesawat bulak balik singpur ke dki jakarata jadiyah dah tau semua cara naik pesawat yang belum naik atau yangbelun naik beginilan cara naik pesawat janganlupa subrek mudahloh sekarang,2,kali pesawat bulak singpur dki jakarata jadiyah tau pesawat yangbelun beginilan pesawat janganlupa subrek mudahloh
477,bismillah moga lancar first flight nanti,2,bismillah moga lancar first flight
478,Tooop,2,tooop
479,Sehat selalu yh kak,2,sehat yh kak
480,Udah sering sih naik pesawat tapi suka bingung pas kita mau duduk di tengah kanan atau kiri 🤣,0,sih pesawat suka bingung pas duduk kanan kiri
481,"kak biasanya open gate itu cuma untuk satu tujuan aja kan? ga mungkin tujuannya di gabung? misalnya ada 2 pesawat citilink yg mau terbang dgn tujuan Bandung &amp; Bali, nah open gatenya satu2 kan? misal Bali dulu nih abis itu Bandung gitu kan?",1,kak open gate tuju tuju gabung pesawat citilink terbang tuju bandung amp bal open gatenya bal nih habis bandung
482,Pak kan aku baru pertama naik pesawat pak kalau aku gak mau ngerasa ngeri gimana tu pak,0,pesawat ngeri
483,Kak saya masih umur 16 thn sya mau pulang kampung sendiri..lahkan sya blm pnya KTP emng bsa kak naik pesawat?,1,kak umur pulang kampung sendirilahkan ktp emang kak pesawat
484,"Sdh banyak kunonton Tutorial , cuma ini yg bisa kumengerti terimakasih bro 🙏🏻🙏🏻🙏🏻👏🏻👏🏻👏🏻🥰",2,kunonton tutorial erti terimakasih bro
485,"Bang berarti naik pesawat sama naik kereta sama aja ya ? Tahapnya ga jauh² dari ; beli tiket (dapet kode booking), ke counter check ini buat cetak tiket (boarding pass), tunggu pintu masuk kereta, naik kereta.<br><br>Kecuali mungkin kereta ga pake acara cek keamanan, ga pake jalan² jauh, sama ga bingung urus barang bawaan yg over kapasitas (harus bagasi), dan pengurusan imigrasi utk penerbangan intern.<br><br>Kalau ada kekurangan atau kekeliruan mohon di koreksi. Oiya, saya mau tanya dong :<br>1. Untuk proses transit bagaimana ya ? Apakah nanti di boarding pass kita di bandara 1 dikasih tau ttg gate, nomer pesawat nomer kursi setelah sampai di bandara trabsit ? Dan nanti setelah turun bandara kita bisa langsung ke gate buat nunggu keberangkatan selanjutnya ? Atau setelah sampai di bandara transit kita perlu check in ulang dan ngulang step seperti di video ?<br><br>2. Terkait barang bawaan, yg boleh dibawa ke kabin pesawat itu barang apa aja ya mas ? Laptop dan aksesorisnya (charger) apakah bisa ? Saat pengecekan apakah hp juga harus di taruh di tas dan bukan di saku ?",1,bang pesawat kereta ya tahap jauh beli tiket dapet kode booking alat hitung cek cetak tiket boarding pass tunggu pintu masuk kereta keretabrbrkecuali kereta pakai acara cek aman pakai jalan bingung urus barang bawa over kapasitas bagasi urus imigrasi terbang internbrbrkalau kurang keliru mohon koreksi oiya proses transit ya boarding pass bandara kasih tau ttg gate nomor pesawat nomor kursi bandara trabsit turun bandara langsung gate nunggu berangkat bandara transit cek in ulang ulang step video brbr kait barang bawa bawa kabin pesawat barang ya mas laptop aksesorisnya charger kece hp taruh tas saku
486,Bang umur 12 tahun boleh ga naik pesawat terus kalau bayarnya lewat online pantes nya pembayaranya yang mana kak ikhwan,1,bang umur pesawat bayar online nya bayar kak ikhwan
487,"Klo koper itu masuk begasi gak bang, atau boleh dibawa di kabin pesawat",1,koper masuk begasi bang bawa kabin pesawat
488,Saya sangat senang waktu terbang dari surabaya ke madinah naik boieng 747 400,2,senang terbang surabaya madinah boieng
489,Kalao ga punya ktp gimana bang? Boleh pake kartu pelajar?,1,kalao ktp bang pakai kartu ajar
490,"Mas,, Kalau blm pnya KTP. Misalnya msh berumur 13 thn itu boleh naik pesawat gaa????  Tolong di jwbb",1,mas ktp umur pesawat gaa tolong jwbb
491,Lusyuuu banget sihhhhhhh🥰❤,1,lusyuuu banget sihhhhhhh
492,Panduan youtubers paket Complitt detail sekali apa lagi untuk pemula   Thankz bgt ksih info lengkapp..sukses y bang,2,pandu youtubers paket complitt detail mula thankz banget kasih informasi lengkappsukses y bang
493,Dipesawat boleh buka hp kan bang kecuali menghidupkan data?,1,pesawat buka hp bang kecuali hidup data
494,"gila bang lengkap banget, gate aja dikasitau artinya, makasih bang",2,gila bang lengkap banget gate dikasitau terimakasih bang
495,sangattt membantu sekali mas penjelasannya👍,2,sangattt bantu mas jelas
496,Kalo ga punya KTP gimana bang?,1,ktp bang
497,Kalo udah check in mandiri harus ke konternya nggak bang?,1,cek in mandiri konter bang
498,"<a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=0m11s"">0:11</a>",1,
499,"anjay langsung Full thortel <a href=""https://www.youtube.com/watch?v=9j4Td1SfI7U&amp;t=15m20s"">15:20</a> pesawatnha.",1,anjay langsung full thortel pesawatnha
500,Bang itu sampean kan pake citilink jadi waktu mau ke gate tuh lurus aja? Kalo saya nih make Batik Airbrarti klo kegate belok kanan?<br><br><br>Via HalimPerdanakusuma,1,bang sampean pakai citilink gate tuh lurus nih pakai batik airbrarti kegate belok kananbrbrbrvia halimperdanakusuma
501,"Pertama kali naik pesawat November 2019 Cengkareng-Bali PP dengan air asia. <br><br>Aku kan takut bgt ketinggian. Pas berangkat, aku kek B aja. Karena aku tidur sambil denger musik. Wkwkw tau2nya sampe di Ngurahrai.cuaca cerah juga.<br><br><br>Pas ke Soetta, cuaca ga bersahabat. Berasa bgt getaran.  Kata tmn sebelah itu karena awan. Trs pesawat nurun tiba2 gw kaget dong . Langsung istighfar wkwkw. Kta temen sebelah, tenang ta, itu krn kita mau mendarat wkwkw. Sumpah takut gue bang. Wkwkwk norak bgt gue. Wkwkw<br><br><br>Btw dr pesawat, gue bisa liat pemandangan keren bgt bang, liat awan, trs liat kilat😅😅😅<br><br><br>Kangen naik lagi wkekw",0,kali pesawat november cengkarengbali pp air asia brbraku takut banget tinggi pas berangkat bb tidur denger musik wkwkw tau ngurahraicuaca cerah jugabrbrbrpas soetta cuaca sahabat asa banget getar teman belah awan pesawat nurun kaget langsung istighfar wkwkw temen belah tenang ta darat wkwkw sumpah takut bang wkwkwk norak banget wkwkwbrbrbrbtw pesawat lihat pandang keren banget bang lihat awan lihat kilatbrbrbrkangen wkekw
502,Pertama kali aku naik air asia . Ckg denpasar PP😬😬😬,1,kali air asia ckg denpasar pp
503,Bang kalau chek-in pake ktp lama bisa gak ?<br><br>Soalnya ektp saya blm ada,1,bang chekin pakai ktp brbrsoalnya ektp
504,"Bang klo kita misal bawa koper,,waktu ke counter check in dikasih ke mba mab nya?",1,bang bawa koperwaktu alat hitung cek in kasih mbak mab nya
505,lengkap bangett makasih banyak bang sangat bermanfaat😍😍,2,lengkap bangett terimakasih bang manfaat
506,Makasih bangg sukses terus,2,terimakasih bangg sukses
507,"Bang Ikhwan,,kita tuh gaboleh nyalain ponsel waktu take off dan landing aja??? Kalo pesawat udah stabil diudara boleh make ponsel asalkan dalam airplane mode,,,bener gak bang?",1,bang ikhwankita tuh nyalain ponsel take off landing pesawat stabil udara pakai ponsel airplane modebener bang
508,Ambil di bagasinya gimana?:v gw parah bang masih bahlul bener  soal ke pesawat,1,ambil bagasi gimanav parah bang bahlul bener pesawat
509,Mantap jd gk ragu lg,2,mantap ragu
510,"Bang,pesawat ATR kek gitu buat jarah jauh bisa ga? Kan abang dari jakarta ke bandung,,,, klo saya mo rencana ke kualanamu take off di djuanda",1,bangpesawat atr jarah abang jakarta bandung rencana kualanamu take off djuanda
511,Yg luar negeri dong bang.. dr awal mpe keluar bandara.. aku mau ke amerika oktober besok tapi takut nyasar dibandara wkwkkw,0,negeri bang bandara amerika oktober besok takut nyasar bandara wkwkkw
512,"Belum baru mau naik pertama, takut. Takut bngt, soalnya takut ketinggian. 😔😝",0,takut takut bngt takut tinggi
513,Terima kasih kak😇,2,terima kasih kak
514,Ka mau tanya dong aku bru pertma kali booking tkt pesawat onlne jd pas dftr aku ketik nama depan nurul huda dn belakangnha huda lg jd nurul huda huda masalah ga ya ka ya Allah aku bngung malah lg sikon bgni respon maskapai susah sekali .<br>Maslah ga ya ka ? Apa msh bisa nanti ? Apa bner2 gagal gitu ya Allah sedih bgt malah pertma x masa gagal 😣😢 pliss yg tau bantu jawb ya kaka makasih,1,ka pertma kali booking tkt pesawat onlne pas dftr ketik nama nurul huda belakangnha huda nurul huda huda ya ka ya allah bngung sikon bgni respon maskapai susah brmaslah ya ka gagal ya allah sedih banget pertma x gagal pliss tau bantu jawb ya kaka terimakasih
515,Ica (aisyah) pramugarinya msk vlog...,1,ica aisyah pramugari msk vlog
516,"Tutorial pertama kali naik pesawat ini sangat bagus mas, jadi tau mas kalau naik pesawat jadi paham, ihya bang bikin tutorial transit pesawat mas (transitnya boleh domestik maupun internasional)",2,tutorial kali pesawat bagus mas tau mas pesawat paham ihya bang bikin tutorial transit pesawat mas transit domestik internasional
517,Bali-jakarta naik busss capekkkkk di perjalanan...pingin naik pesawat tp bingung beli tiket nya yg bukan onlin.soalnya klo bli onlin saya gk paham,0,balijakarta busss capekkkkk perjalananpingin pesawat bingung beli tiket nya onlinsoalnya bli onlin paham
518,Bang kan misal aku pesan tiket pesawat terus ada 2 orang gitu pesan pake nama ku . Terus waktu chekin itu kan nunjukin e-tiket sama ktp . Trus di situ KTP aku aja atau KTP penumpang dua dua nya ? Aku dengan penumpang 1 nya ?,1,bang pesan tiket pesawat orang pesan pakai nama ku chekin nunjukin etiket ktp situ ktp ktp tumpang nya tumpang nya
519,Kalau citilink gratis bagasi 20 kg ya bang?,2,citilink gratis bagasi kg ya bang
520,Kebetulan saya pas puasa mau Liburan ke Balikpapan tolong jelaskan y kak gmn cara transit,1,pas puasa libur balikpapan tolong y kak transit
521,Kak cara transit gmn kak,1,kak transit kak
522,Kak mau nanya semisal baru pertama kali naik pesawat tapi belum ada KTP adanya Kartu Pelajar gimana kak?,1,kak kali pesawat ktp kartu ajar kak
523,Bang aku mau tanya Kalau Misal Belum punya KTP bisa Ngga Pakai Kartu Pelajar ??,1,bang ktp pakai kartu ajar
524,Di ruang tunggu citilink apakah ada musholla?,1,ruang tunggu citilink musholla
525,Ngeri2 gmna gtu waktu naik pesawat SQ ke SG pertama x untung naik SQ,0,ngeri pesawat sq sg x untung sq
526,Tutorial ke luar negeri donk,1,tutorial negeri donk
